time,src_id,cntry,asn,src_port,dst_ip
1/31/2011 21:21,0.0.6.88,ES,20838,4892,1.191.0.0
1/31/2011 21:24,0.0.13.110,ES,12479,1596,1.44.1.0
1/31/2011 21:15,0.0.2.132,FJ,45349,11575,1.119.0.0
1/31/2011 21:13,0.0.1.101,FR,15557,64152,1.111.0.0
1/31/2011 21:13,0.0.1.121,FR,12322,1388,1.121.0.0
1/31/2011 21:14,0.0.1.200,FR,12322,62382,1.119.0.0
1/31/2011 21:16,0.0.2.176,FR,12322,7148,1.222.0.0
1/31/2011 21:17,0.0.3.153,FR,21502,4540,1.213.0.0
1/31/2011 21:17,0.0.4.108,FR,3215,3023,1.81.1.0
1/31/2011 21:17,0.0.4.167,FR,3215,4980,1.198.0.0
1/31/2011 21:19,0.0.5.242,FR,12322,3938,1.58.1.0
1/31/2011 21:20,0.0.6.29,FR,12322,4675,1.44.1.0
1/31/2011 21:20,0.0.6.37,FR,15557,4026,1.67.1.0
1/31/2011 21:21,0.0.6.185,FR,12670,22129,1.31.1.0
1/31/2011 21:10,0.0.0.134,GA,16058,56038,1.15.0.0
1/31/2011 21:12,0.0.1.12,GA,16058,2932,1.85.0.0
1/31/2011 21:22,0.0.7.94,GA,16058,2805,1.82.1.0
1/31/2011 21:12,0.0.1.42,GB,2856,2386,1.45.0.0
1/31/2011 21:14,0.0.1.239,GB,13285,18031,1.115.0.0
1/31/2011 21:15,0.0.2.51,GB,2856,3460,1.230.0.0
1/31/2011 21:20,0.0.6.49,GB,5089,53774,1.59.1.0
1/31/2011 21:09,0.0.0.49,GE,35805,1767,1.11.0.0
1/31/2011 21:12,0.0.1.30,GE,35805,27264,1.111.0.0
1/31/2011 21:17,0.0.3.248,GE,28751,11404,1.44.1.0
1/31/2011 21:17,0.0.4.11,GE,16010,1916,1.27.1.0
1/31/2011 21:17,0.0.4.63,GE,35805,3726,1.74.1.0
1/31/2011 21:19,0.0.5.195,GE,25249,8800,1.4.1.0
1/31/2011 21:20,0.0.6.24,GE,35805,53602,1.79.1.0
1/31/2011 21:21,0.0.6.181,GE,44877,11531,1.26.1.0
1/31/2011 21:23,0.0.11.62,GE,35805,1485,1.213.0.0
1/31/2011 21:10,0.0.0.107,GH,29614,23981,1.57.0.0
1/31/2011 21:15,0.0.2.123,GH,29614,20118,1.212.0.0
1/31/2011 21:16,0.0.3.29,GH,29614,57116,1.206.0.0
1/31/2011 21:16,0.0.3.38,GH,29614,27620,1.8.1.0
1/31/2011 21:16,0.0.3.90,GH,29614,19441,1.236.0.0
1/31/2011 21:24,0.0.11.143,GH,29614,29124,1.57.1.0
1/31/2011 21:14,0.0.1.166,GR,6799,10284,1.119.0.0
1/31/2011 21:15,0.0.2.40,GR,3329,1953,1.227.0.0
1/31/2011 21:21,0.0.7.51,GR,6799,27695,1.7.1.0
1/31/2011 21:22,0.0.8.157,GR,3329,1075,1.61.0.0
1/31/2011 21:19,0.0.5.205,GT,23243,4014,1.8.1.0
1/31/2011 21:22,0.0.8.237,GT,6458,61070,1.21.0.0
1/31/2011 21:12,0.0.1.21,HN,52262,4974,1.107.0.0
1/31/2011 21:17,0.0.4.92,HR,5391,4163,1.205.0.0
1/31/2011 21:16,0.0.2.254,HU,34588,1806,1.219.0.0
1/31/2011 21:17,0.0.3.194,HU,44911,28603,1.37.1.0
1/31/2011 21:17,0.0.4.49,HU,5483,1612,1.234.0.0
1/31/2011 21:19,0.0.5.176,HU,5483,3496,1.36.1.0
1/31/2011 21:22,0.0.7.251,HU,5483,23050,1.28.1.0
1/31/2011 21:23,0.0.9.160,HU,12301,22067,1.0.1.0
1/31/2011 21:24,0.0.12.66,HU,34588,3366,1.249.0.0
1/31/2011 21:08,0.0.0.13,ID,17974,2560,1.25.0.0
1/31/2011 21:08,0.0.0.27,ID,17974,11612,1.11.0.0
1/31/2011 21:10,0.0.0.108,ID,17974,13048,1.67.0.0
1/31/2011 21:10,0.0.0.115,ID,17974,3365,1.69.0.0
1/31/2011 21:10,0.0.0.128,ID,38524,3105,1.63.0.0
1/31/2011 21:10,0.0.0.138,ID,17974,2794,1.37.0.0
1/31/2011 21:10,0.0.0.168,ID,17671,4530,1.47.0.0
1/31/2011 21:11,0.0.0.185,ID,17974,29590,1.81.0.0
1/31/2011 21:11,0.0.0.197,ID,17974,11651,1.15.0.0
1/31/2011 21:11,0.0.0.203,ID,23700,4134,1.29.0.0
1/31/2011 21:11,0.0.0.226,ID,17974,10009,1.55.0.0
1/31/2011 21:11,0.0.0.230,ID,38202,56200,1.65.0.0
1/31/2011 21:11,0.0.0.233,ID,17974,4432,1.91.0.0
1/31/2011 21:11,0.0.0.238,ID,17974,21737,1.39.0.0
1/31/2011 21:11,0.0.0.253,ID,17974,3282,1.43.0.0
1/31/2011 21:12,0.0.1.28,ID,38202,3257,1.111.0.0
1/31/2011 21:12,0.0.1.31,ID,17974,20595,1.53.0.0
1/31/2011 21:13,0.0.1.91,ID,17974,4147,1.59.0.0
1/31/2011 21:13,0.0.1.93,ID,17974,28651,1.121.0.0
1/31/2011 21:13,0.0.1.105,ID,17974,25698,1.81.0.0
1/31/2011 21:13,0.0.1.118,ID,17974,25339,1.107.0.0
1/31/2011 21:13,0.0.1.125,ID,17974,11870,1.163.0.0
1/31/2011 21:14,0.0.1.157,ID,4795,1537,1.73.0.0
1/31/2011 21:14,0.0.1.174,ID,17974,3450,1.201.0.0
1/31/2011 21:14,0.0.1.196,ID,17974,1921,1.105.0.0
1/31/2011 21:14,0.0.1.197,ID,17974,13317,1.192.0.0
1/31/2011 21:14,0.0.1.205,ID,17974,2109,1.215.0.0
1/31/2011 21:14,0.0.1.212,ID,17974,11235,1.199.0.0
1/31/2011 21:14,0.0.1.221,ID,17974,2381,1.207.0.0
1/31/2011 21:14,0.0.1.224,ID,38511,2767,1.208.0.0
1/31/2011 21:14,0.0.1.225,ID,38535,2852,1.99.0.0
1/31/2011 21:14,0.0.1.236,ID,17974,29226,1.220.0.0
1/31/2011 21:14,0.0.1.238,ID,45180,1668,1.171.0.0
1/31/2011 21:15,0.0.1.253,ID,23700,1990,1.107.0.0
1/31/2011 21:15,0.0.2.21,ID,23951,2074,1.207.0.0
1/31/2011 21:15,0.0.2.23,ID,17974,14418,1.101.0.0
1/31/2011 21:15,0.0.2.42,ID,18379,4195,1.201.0.0
1/31/2011 21:15,0.0.0.226,ID,17974,10310,1.253.0.0
1/31/2011 21:15,0.0.2.111,ID,17974,13670,1.209.0.0
1/31/2011 21:15,0.0.2.112,ID,45727,44414,1.225.0.0
1/31/2011 21:15,0.0.2.136,ID,17974,1212,1.215.0.0
1/31/2011 21:15,0.0.2.152,ID,38753,63535,1.222.0.0
1/31/2011 21:16,0.0.2.171,ID,9875,2092,1.2.1.0
1/31/2011 21:16,0.0.2.179,ID,17974,2386,1.206.0.0
1/31/2011 21:16,0.0.2.184,ID,17974,22437,1.226.0.0
1/31/2011 21:16,0.0.2.198,ID,38511,1658,1.7.1.0
1/31/2011 21:16,0.0.2.202,ID,17974,3296,1.226.0.0
1/31/2011 21:16,0.0.2.234,ID,17974,25331,1.252.0.0
1/31/2011 21:16,0.0.2.244,ID,17974,3232,1.35.1.0
1/31/2011 21:16,0.0.3.9,ID,17974,2713,1.221.0.0
1/31/2011 21:16,0.0.3.28,ID,17974,63198,1.5.1.0
1/31/2011 21:16,0.0.3.50,ID,23700,4856,1.29.1.0
1/31/2011 21:16,0.0.3.69,ID,17974,2901,1.251.0.0
1/31/2011 21:16,0.0.3.82,ID,17974,29075,1.15.1.0
1/31/2011 21:16,0.0.3.94,ID,17974,1979,1.219.0.0
1/31/2011 21:16,0.0.3.96,ID,17974,17526,1.37.1.0
1/31/2011 21:16,0.0.3.97,ID,38758,2466,1.230.0.0
1/31/2011 21:16,0.0.3.102,ID,55666,4659,1.203.0.0
1/31/2011 21:16,0.0.3.115,ID,17974,23769,1.60.1.0
1/31/2011 21:16,0.0.3.119,ID,38511,2654,1.25.1.0
1/31/2011 21:17,0.0.2.184,ID,17974,22676,1.247.0.0
1/31/2011 21:17,0.0.3.185,ID,17974,29207,1.55.1.0
1/31/2011 21:17,0.0.3.215,ID,45707,3587,1.222.0.0
1/31/2011 21:17,0.0.3.216,ID,17974,4072,1.2.1.0
1/31/2011 21:17,0.0.3.220,ID,17974,22441,1.39.1.0
1/31/2011 21:17,0.0.3.224,ID,38527,3666,1.60.1.0
1/31/2011 21:17,0.0.3.228,ID,38758,4469,1.79.1.0
1/31/2011 21:17,0.0.4.24,ID,17974,26919,1.49.1.0
1/31/2011 21:17,0.0.4.35,ID,17974,2508,1.30.1.0
1/31/2011 21:17,0.0.4.41,ID,17974,2121,1.250.0.0
1/31/2011 21:17,0.0.4.42,ID,23693,63821,1.69.1.0
1/31/2011 21:17,0.0.4.57,ID,17974,10006,1.199.0.0
1/31/2011 21:17,0.0.4.65,ID,17974,10460,1.236.0.0
1/31/2011 21:17,0.0.4.100,ID,17974,11544,1.61.1.0
1/31/2011 21:17,0.0.4.107,ID,24525,2822,1.24.1.0
1/31/2011 21:17,0.0.4.112,ID,17974,11032,1.63.1.0
1/31/2011 21:17,0.0.4.113,ID,4761,60279,1.34.1.0
1/31/2011 21:17,0.0.4.117,ID,17974,17002,1.25.1.0
1/31/2011 21:17,0.0.4.121,ID,17974,24030,1.65.1.0
1/31/2011 21:17,0.0.4.123,ID,17974,22747,1.46.1.0
1/31/2011 21:17,0.0.4.144,ID,17974,2512,1.30.1.0
1/31/2011 21:17,0.0.4.169,ID,17974,3363,1.54.1.0
1/31/2011 21:18,0.0.4.179,ID,17974,18612,1.56.1.0
1/31/2011 21:18,0.0.0.233,ID,17974,3366,1.75.1.0
1/31/2011 21:18,0.0.4.222,ID,17974,20330,1.243.0.0
1/31/2011 21:18,0.0.4.226,ID,17974,21296,1.209.0.0
1/31/2011 21:18,0.0.4.228,ID,17974,57508,1.68.1.0
1/31/2011 21:18,0.0.4.247,ID,17974,26717,1.30.1.0
1/31/2011 21:18,0.0.4.254,ID,17974,11698,1.12.1.0
1/31/2011 21:18,0.0.5.25,ID,17974,15163,1.55.1.0
1/31/2011 21:18,0.0.5.27,ID,17974,21835,1.56.1.0
1/31/2011 21:18,0.0.5.65,ID,17974,27861,1.245.0.0
1/31/2011 21:18,0.0.5.89,ID,17974,4871,1.250.0.0
1/31/2011 21:18,0.0.5.94,ID,10220,2693,1.233.0.0
1/31/2011 21:18,0.0.5.102,ID,17974,20145,1.36.1.0
1/31/2011 21:18,0.0.5.116,ID,17974,22050,1.1.1.0
1/31/2011 21:18,0.0.5.133,ID,17974,1041,1.242.0.0
1/31/2011 21:19,0.0.5.147,ID,17974,12720,1.245.0.0
1/31/2011 21:19,0.0.5.148,ID,45727,42756,1.39.1.0
1/31/2011 21:19,0.0.5.162,ID,17974,16261,1.250.0.0
1/31/2011 21:19,0.0.5.173,ID,17974,4581,1.54.1.0
1/31/2011 21:19,0.0.5.179,ID,17974,23290,1.56.1.0
1/31/2011 21:19,0.0.5.230,ID,17974,19481,1.55.1.0
1/31/2011 21:19,0.0.5.240,ID,17974,13353,1.21.1.0
1/31/2011 21:19,0.0.5.249,ID,17974,26520,1.43.1.0
1/31/2011 21:19,0.0.5.251,ID,17974,1238,1.47.1.0
1/31/2011 21:20,0.0.6.35,ID,17974,28526,1.65.1.0
1/31/2011 21:20,0.0.6.62,ID,17974,28737,1.67.1.0
1/31/2011 21:21,0.0.6.98,ID,4434,65178,1.5.1.0
1/31/2011 21:21,0.0.6.110,ID,17974,63472,1.55.1.0
1/31/2011 21:21,0.0.6.132,ID,9875,1875,1.5.0.0
1/31/2011 21:21,0.0.6.176,ID,17974,15639,1.252.0.0
1/31/2011 21:21,0.0.6.238,ID,38511,3110,1.201.0.0
1/31/2011 21:21,0.0.7.26,ID,17974,10313,1.213.0.0
1/31/2011 21:21,0.0.7.55,ID,17974,23610,1.12.1.0
1/31/2011 21:21,0.0.7.63,ID,17974,12671,1.27.1.0
1/31/2011 21:21,0.0.7.68,ID,17974,24997,1.32.1.0
1/31/2011 21:22,0.0.8.1,ID,17974,24366,1.15.0.0
1/31/2011 21:22,0.0.8.50,ID,17974,1977,1.69.1.0
1/31/2011 21:22,0.0.8.160,ID,17974,29291,1.210.0.0
1/31/2011 21:22,0.0.8.195,ID,17974,28889,1.250.0.0
1/31/2011 21:22,0.0.8.247,ID,17974,22594,1.54.1.0
1/31/2011 21:23,0.0.9.185,ID,17974,1848,1.35.1.0
1/31/2011 21:23,0.0.10.41,ID,17974,3455,1.127.0.0
1/31/2011 21:23,0.0.10.114,ID,17974,19384,1.227.0.0
1/31/2011 21:23,0.0.10.119,ID,17974,21963,1.232.0.0
1/31/2011 21:24,0.0.12.34,ID,17974,23130,1.214.0.0
1/31/2011 21:24,0.0.12.97,ID,17974,1991,1.33.1.0
1/31/2011 23:48,0.1.48.90,ID,17974,16574,1.25.77.1
1/31/2011 23:48,0.1.48.91,ID,17974,20928,1.25.77.1
1/31/2011 23:48,0.1.48.92,ID,17974,20927,1.25.77.1
1/31/2011 23:48,0.1.48.93,ID,17974,16573,1.25.77.1
1/31/2011 23:48,0.1.48.94,ID,17974,16571,1.25.77.1
2/1/2011 13:31,0.2.92.12,ID,17974,31712,1.184.54.13
2/1/2011 13:31,0.2.92.13,ID,17974,31711,1.184.54.13
2/1/2011 13:31,0.2.92.14,ID,17974,31710,1.184.54.13
2/1/2011 13:31,0.4.106.47,ID,17974,43005,1.184.54.13
2/1/2011 13:31,0.4.106.49,ID,24202,43004,1.184.54.13
2/1/2011 13:52,0.2.92.12,ID,17974,34945,1.228.227.13
2/1/2011 13:52,0.2.92.14,ID,17974,34943,1.228.227.13
2/1/2011 13:52,0.2.92.13,ID,17974,34944,1.228.227.13
2/1/2011 13:52,0.4.106.47,ID,17974,47259,1.228.227.13
2/1/2011 13:52,0.4.106.49,ID,24202,47258,1.228.227.13
2/1/2011 14:34,0.2.92.12,ID,17974,51671,1.22.66.15
2/1/2011 14:34,0.2.92.13,ID,17974,51670,1.22.66.15
2/1/2011 14:34,0.4.106.47,ID,17974,49852,1.22.66.15
2/1/2011 14:34,0.2.92.14,ID,17974,51669,1.22.66.15
2/1/2011 14:34,0.4.106.49,ID,24202,49851,1.22.66.15
1/31/2011 21:07,0.0.0.1,IL,1680,59405,1.1.0.0
1/31/2011 21:11,0.0.0.243,IL,12400,2829,1.19.0.0
1/31/2011 21:12,0.0.1.86,IL,25003,3604,1.109.0.0
1/31/2011 21:13,0.0.1.103,IL,8551,56069,1.53.0.0
1/31/2011 21:14,0.0.1.210,IL,8551,4775,1.109.0.0
1/31/2011 21:15,0.0.2.69,IL,8551,1412,1.235.0.0
1/31/2011 21:15,0.0.2.93,IL,8551,3485,1.244.0.0
1/31/2011 21:15,0.0.2.157,IL,42925,58393,1.9.1.0
1/31/2011 21:16,0.0.2.168,IL,8551,4589,1.2.1.0
1/31/2011 21:16,0.0.2.213,IL,1680,4233,1.248.0.0
1/31/2011 21:16,0.0.3.92,IL,8551,2886,1.15.1.0
1/31/2011 21:16,0.0.3.129,IL,1680,2539,1.75.0.0
1/31/2011 21:18,0.0.5.22,IL,8551,63349,1.228.0.0
1/31/2011 21:09,0.0.0.74,IN,9829,2638,1.55.0.0
1/31/2011 21:09,0.0.0.98,IN,2.15,61158,1.25.0.0
1/31/2011 21:10,0.0.0.149,IN,45528,2925,1.51.0.0
1/31/2011 21:11,0.0.0.205,IN,9829,63929,1.7.0.0
1/31/2011 21:11,0.0.0.211,IN,9829,2136,1.69.0.0
1/31/2011 21:11,0.0.0.239,IN,24560,1624,1.49.0.0
1/31/2011 21:11,0.0.0.246,IN,9829,49709,1.109.0.0
1/31/2011 21:12,0.0.1.52,IN,17803,56018,1.117.0.0
1/31/2011 21:13,0.0.1.109,IN,9829,2988,1.83.0.0
1/31/2011 21:13,0.0.1.139,IN,4755,2504,1.65.0.0
1/31/2011 21:14,0.0.1.187,IN,9829,53046,1.103.0.0
1/31/2011 21:15,0.0.2.1,IN,17813,25576,1.216.0.0
1/31/2011 21:15,0.0.2.147,IN,9829,37482,1.199.0.0
1/31/2011 21:16,0.0.3.18,IN,24560,14892,1.22.1.0
1/31/2011 21:17,0.0.3.146,IN,24560,24800,1.66.1.0
1/31/2011 21:17,0.0.3.178,IN,17813,50091,1.252.0.0
1/31/2011 21:17,0.0.3.180,IN,45774,3814,1.53.1.0
1/31/2011 21:17,0.0.3.211,IN,9829,1031,1.77.1.0
1/31/2011 21:17,0.0.4.46,IN,9829,1315,1.233.0.0
1/31/2011 21:17,0.0.4.91,IN,18002,1882,1.222.0.0
1/31/2011 21:17,0.0.4.124,IN,55577,32249,1.84.1.0
1/31/2011 21:17,0.0.4.125,IN,55441,3629,1.210.0.0
1/31/2011 21:18,0.0.4.192,IN,45775,4887,1.1.1.0
1/31/2011 21:18,0.0.4.199,IN,24560,3693,1.240.0.0
1/31/2011 21:18,0.0.4.202,IN,9829,62645,1.21.1.0
1/31/2011 21:18,0.0.4.207,IN,24560,10601,1.22.1.0
1/31/2011 21:18,0.0.4.214,IN,55441,4379,1.205.0.0
1/31/2011 21:18,0.0.4.252,IN,9829,2238,1.50.1.0
1/31/2011 21:18,0.0.5.23,IN,17908,4453,1.218.0.0
1/31/2011 21:18,0.0.5.28,IN,4755,3508,1.237.0.0
1/31/2011 21:18,0.0.5.37,IN,24560,3348,1.0.1.0
1/31/2011 21:18,0.0.5.53,IN,4755,54749,1.82.1.0
1/31/2011 21:18,0.0.5.57,IN,10225,4123,1.1.1.0
1/31/2011 21:18,0.0.5.132,IN,9829,14732,1.80.1.0
1/31/2011 21:19,0.0.6.7,IN,24560,63563,1.71.1.0
1/31/2011 21:20,0.0.6.23,IN,24560,29028,1.41.1.0
1/31/2011 21:21,0.0.7.29,IN,24560,3340,1.223.0.0
1/31/2011 21:21,0.0.7.40,IN,17803,2451,1.218.0.0
1/31/2011 21:22,0.0.7.103,IN,4755,2050,1.109.0.0
1/31/2011 21:23,0.0.10.96,IN,17447,49740,1.202.0.0
1/31/2011 21:23,0.0.5.28,IN,4755,3585,1.238.0.0
1/31/2011 21:24,0.0.12.52,IN,9829,1383,1.229.0.0
2/1/2011 6:00,0.2.106.9,IN,38625,3222,1.57.56.6
2/1/2011 6:00,0.2.106.9,IN,38625,3222,1.57.56.6
2/1/2011 6:00,0.2.106.9,IN,38625,3222,1.57.56.6
2/1/2011 6:00,0.2.106.9,IN,38625,3222,1.57.56.6
2/1/2011 6:00,0.2.106.9,IN,38625,3222,1.57.56.6
2/1/2011 6:00,0.2.106.9,IN,38625,3222,1.57.56.6
2/1/2011 6:00,0.2.106.9,IN,38625,3222,1.57.56.6
2/1/2011 6:00,0.2.106.9,IN,38625,3222,1.57.56.6
2/1/2011 6:00,0.2.106.9,IN,38625,3222,1.57.56.6
2/1/2011 6:00,0.2.106.9,IN,38625,3222,1.57.56.6
2/1/2011 6:00,0.2.106.9,IN,38625,3222,1.57.56.6
2/1/2011 6:00,0.2.106.9,IN,38625,3222,1.57.56.6
2/1/2011 6:00,0.2.106.9,IN,38625,3222,1.57.56.6
2/1/2011 6:00,0.2.106.9,IN,38625,3222,1.57.56.6
2/1/2011 6:00,0.2.106.9,IN,38625,3222,1.57.56.6
2/1/2011 6:00,0.2.106.9,IN,38625,3222,1.57.56.6
2/1/2011 6:00,0.2.106.9,IN,38625,3222,1.57.56.6
2/1/2011 9:42,0.2.75.206,IN,38625,3216,1.178.67.10
2/1/2011 9:42,0.2.75.206,IN,38625,3216,1.178.67.10
2/1/2011 9:42,0.2.75.206,IN,38625,3216,1.178.67.10
2/1/2011 9:42,0.2.75.206,IN,38625,3216,1.178.67.10
2/1/2011 9:42,0.2.75.206,IN,38625,3216,1.178.67.10
2/1/2011 9:42,0.2.75.206,IN,38625,3216,1.178.67.10
2/1/2011 9:42,0.2.75.206,IN,38625,3216,1.178.67.10
2/1/2011 9:42,0.2.75.206,IN,38625,3216,1.178.67.10
2/1/2011 9:42,0.2.75.206,IN,38625,3216,1.178.67.10
2/1/2011 9:42,0.2.75.206,IN,38625,3216,1.178.67.10
2/1/2011 9:42,0.2.75.206,IN,38625,3216,1.178.67.10
2/1/2011 9:42,0.2.75.206,IN,38625,3216,1.178.67.10
2/1/2011 9:42,0.2.75.206,IN,38625,3216,1.178.67.10
2/1/2011 9:42,0.2.75.206,IN,38625,3216,1.178.67.10
2/1/2011 9:42,0.2.75.206,IN,38625,3216,1.178.67.10
2/1/2011 9:42,0.2.75.206,IN,38625,3216,1.178.67.10
2/1/2011 9:42,0.2.75.206,IN,38625,3216,1.178.67.10
2/1/2011 10:31,0.2.75.206,IN,38625,2224,1.25.36.11
2/1/2011 10:31,0.2.75.206,IN,38625,2224,1.25.36.11
2/1/2011 10:31,0.2.75.206,IN,38625,2224,1.25.36.11
2/1/2011 10:31,0.2.75.206,IN,38625,2224,1.25.36.11
2/1/2011 10:31,0.2.75.206,IN,38625,2224,1.25.36.11
2/1/2011 10:31,0.2.75.206,IN,38625,2224,1.25.36.11
2/1/2011 10:31,0.2.75.206,IN,38625,2224,1.25.36.11
2/1/2011 10:31,0.2.75.206,IN,38625,2224,1.25.36.11
2/1/2011 10:31,0.2.75.206,IN,38625,2224,1.25.36.11
2/1/2011 10:31,0.2.75.206,IN,38625,2224,1.25.36.11
2/1/2011 10:31,0.2.75.206,IN,38625,2224,1.25.36.11
2/1/2011 10:31,0.2.75.206,IN,38625,2224,1.25.36.11
2/1/2011 10:31,0.2.75.206,IN,38625,2224,1.25.36.11
2/1/2011 10:31,0.2.75.206,IN,38625,2224,1.25.36.11
2/1/2011 10:31,0.2.75.206,IN,38625,2224,1.25.36.11
2/1/2011 10:31,0.2.75.206,IN,38625,2224,1.25.36.11
2/1/2011 10:31,0.2.75.206,IN,38625,2224,1.25.36.11
1/31/2011 21:12,0.0.1.22,IQ,50710,4491,1.99.0.0
1/31/2011 21:12,0.0.1.24,IQ,50710,51566,1.105.0.0
1/31/2011 21:12,0.0.1.53,IQ,50597,15291,1.115.0.0
1/31/2011 21:15,0.0.2.13,IQ,50710,4858,1.204.0.0
1/31/2011 21:15,0.0.2.95,IQ,50710,56507,1.241.0.0
1/31/2011 21:15,0.0.2.116,IQ,50710,1314,1.224.0.0
1/31/2011 21:16,0.0.2.205,IQ,50597,55889,1.27.1.0
1/31/2011 21:16,0.0.3.57,IQ,50597,3327,1.7.1.0
1/31/2011 21:16,0.0.3.63,IQ,50710,10585,1.244.0.0
1/31/2011 21:17,0.0.4.71,IQ,30721,2740,1.74.1.0
1/31/2011 21:17,0.0.4.78,IQ,50710,49158,1.36.1.0
1/31/2011 21:17,0.0.4.83,IQ,30721,2940,1.42.1.0
1/31/2011 21:17,0.0.4.159,IQ,21277,2276,1.70.1.0
1/31/2011 21:18,0.0.5.52,IQ,21277,4682,1.242.0.0
1/31/2011 21:21,0.0.6.118,IQ,50710,3880,1.9.0.0
1/31/2011 21:21,0.0.7.5,IQ,50597,4165,1.236.0.0
1/31/2011 21:15,0.0.1.250,IT,8261,1823,1.205.0.0
1/31/2011 21:15,0.0.2.159,IT,12874,1553,1.220.0.0
1/31/2011 21:16,0.0.3.112,IT,3269,50626,1.3.1.0
1/31/2011 21:18,0.0.4.231,IT,3269,1095,1.211.0.0
1/31/2011 21:18,0.0.5.46,IT,12874,2350,1.223.0.0
1/31/2011 21:19,0.0.5.250,IT,1267,4417,1.65.1.0
1/31/2011 21:08,0.0.0.34,JO,9038,1537,1.25.0.0
1/31/2011 21:10,0.0.0.135,JO,8376,2956,1.21.0.0
1/31/2011 21:11,0.0.0.213,JO,8452,1670,1.79.0.0
1/31/2011 21:15,0.0.2.38,JO,8376,12344,1.232.0.0
1/31/2011 21:16,0.0.2.199,JO,8376,41838,1.233.0.0
1/31/2011 21:16,0.0.2.232,JO,44290,3507,1.246.0.0
1/31/2011 21:16,0.0.2.251,JO,9038,1537,1.10.1.0
1/31/2011 21:16,0.0.3.52,JO,44290,2045,1.2.1.0
1/31/2011 21:16,0.0.3.101,JO,8934,40679,1.19.1.0
1/31/2011 21:17,0.0.4.120,JO,48832,2974,1.209.0.0
1/31/2011 21:17,0.0.4.154,JO,9038,19959,1.74.1.0
1/31/2011 21:18,0.0.4.236,JO,39559,2468,1.47.1.0
1/31/2011 21:18,0.0.5.91,JO,8376,2009,1.52.1.0
1/31/2011 21:22,0.0.8.124,JO,8376,4066,1.206.0.0
1/31/2011 21:18,0.0.5.81,JP,4713,63517,1.67.1.0
1/31/2011 21:16,0.0.3.89,KE,33771,3378,1.55.1.0
1/31/2011 21:22,0.0.8.156,KE,12455,19443,1.200.0.0
1/31/2011 21:13,0.0.1.144,KG,41750,61679,1.107.0.0
1/31/2011 21:18,0.0.4.181,KH,23673,64158,1.58.1.0
1/31/2011 21:10,0.0.0.141,KR,4766,4012,1.39.0.0
1/31/2011 21:15,0.0.2.17,KR,4766,44472,1.214.0.0
1/31/2011 21:17,0.0.4.50,KR,4766,4800,1.33.1.0
1/31/2011 21:17,0.0.4.104,KR,4766,1122,1.224.0.0
1/31/2011 21:17,0.0.4.171,KR,17864,3758,1.236.0.0
1/31/2011 21:22,0.0.8.4,KR,3786,2464,1.48.1.0
1/31/2011 21:27,0.0.17.137,KR,3786,2659,1.3.9.0
1/31/2011 21:09,0.0.0.100,KW,21050,1312,1.55.0.0
1/31/2011 21:10,0.0.0.123,KW,47589,58699,1.71.0.0
1/31/2011 21:15,0.0.2.158,KW,29357,1355,1.235.0.0
1/31/2011 21:16,0.0.3.15,KW,42961,1684,1.19.1.0
1/31/2011 21:16,0.0.3.51,KW,42961,4042,1.35.1.0
1/31/2011 21:17,0.0.4.15,KW,47589,3313,1.38.1.0
1/31/2011 21:17,0.0.4.52,KW,23649,2400,1.32.1.0
1/31/2011 21:18,0.0.4.235,KW,21050,4300,1.81.1.0
1/31/2011 21:22,0.0.8.182,KW,9155,2766,1.235.0.0
1/31/2011 21:10,0.0.0.150,KZ,9198,3851,1.41.0.0
1/31/2011 21:10,0.0.0.151,KZ,9198,3455,1.33.0.0
1/31/2011 21:16,0.0.3.22,KZ,9198,1129,1.242.0.0
1/31/2011 21:18,0.0.4.216,KZ,9198,2823,1.62.1.0
1/31/2011 21:23,0.0.10.251,KZ,9198,26444,1.93.0.0
1/31/2011 21:21,0.0.7.53,LA,9873,2292,1.39.0.0
1/31/2011 21:07,0.0.0.4,LB,35197,3759,1.7.0.0
1/31/2011 21:09,0.0.0.79,LB,35197,1560,1.39.0.0
1/31/2011 21:14,0.0.1.179,LB,39010,3752,1.204.0.0
1/31/2011 21:15,0.0.2.72,LB,43680,1820,1.200.0.0
1/31/2011 21:21,0.0.6.104,LB,34444,19791,1.241.0.0
1/31/2011 21:21,0.0.6.160,LB,35197,1214,1.72.1.0
1/31/2011 21:24,0.0.11.184,LB,42003,55813,1.69.0.0
1/31/2011 21:10,0.0.0.159,LT,30721,62912,1.83.0.0
1/31/2011 21:11,0.0.0.244,LT,8764,2152,1.93.0.0
1/31/2011 21:17,0.0.3.234,LV,20797,3594,1.23.1.0
1/31/2011 21:08,0.0.0.21,MA,6713,2506,1.31.0.0
1/31/2011 21:10,0.0.0.110,MA,36884,28759,1.49.0.0
1/31/2011 21:10,0.0.0.113,MA,6713,29305,1.31.0.0
1/31/2011 21:10,0.0.0.120,MA,6713,4610,1.61.0.0
1/31/2011 21:11,0.0.0.195,MA,6713,59035,1.5.0.0
1/31/2011 21:12,0.0.1.47,MA,6713,31423,1.103.0.0
1/31/2011 21:13,0.0.1.129,MA,6713,3251,1.113.0.0
1/31/2011 21:13,0.0.1.137,MA,36884,36191,1.93.0.0
1/31/2011 21:14,0.0.1.195,MA,6713,2490,1.85.0.0
